Year,Team,BPIO,BPID
2015,CSU Bakersfield,-5.2,1.4
2015,Hampton,-1.3,-2.5
2015,VMI,7.7,-11.6
2015,UTSA,1.3,-5.2
2015,Weber State,-3.3,-0.7
2015,UC Riverside,-3.2,-0.9
2015,Wright State,-3.9,-0.2
2015,Northwestern State,9.1,-13.3
2015,Ohio,-0.2,-4.0
2015,Sacred Heart,3.6,-7.8
2015,Ball State,-1.7,-2.5
2015,Alabama State,-0.3,-4.0
2015,Rice,-3.7,-0.7
2015,Howard,-6.5,1.9
2015,Brown,-0.9,-3.8
2015,Hartford,-4.8,0.2
2015,Missouri State,-5.4,0.7
2015,Navy,-7.1,2.4
2015,Santa Clara,-3.4,-1.4
2015,Milwaukee,-3.3,-1.6
2015,Omaha,5.5,-10.4
2015,Portland State,-0.2,-4.7
2015,Grand Canyon,-0.6,-4.4
2015,Bradley,-8.2,3.2
2015,Seattle U,-6.5,1.3
2015,Kansas City,-3.7,-1.6
2015,Saint Louis,-6.7,1.3
2015,UCF,-0.2,-5.2
2015,Florida International,-5.6,0.1
2015,Delaware,-0.9,-4.5
2015,Charleston,-8.4,2.9
2015,North Texas,-4.3,-1.3
2015,Pacific,-3.5,-2.1
2015,UNC Greensboro,-1.5,-4.2
2015,Southern,-6.1,0.2
2015,Florida Atlantic,-5.4,-0.5
2015,Lamar,-1.4,-4.6
2015,South Florida,-4.3,-1.7
2015,Youngstown State,1.4,-7.5
2015,Long Island University,-0.7,-5.5
2015,Fairfield,-6.9,0.6
2015,Southern Utah,0.2,-6.5
2015,CSU Northridge,-2.1,-4.2
2015,Houston Baptist,-0.3,-6.2
2015,Drake,-5.4,-1.2
2015,Lipscomb,1.0,-7.7
2015,Loyola Marymount,-4.4,-2.4
2015,Appalachian State,-4.2,-2.5
2015,Pennsylvania,-5.2,-1.6
2015,IUPUI,-6.4,-0.4
2015,Samford,-0.9,-6.0
2015,Delaware State,-0.1,-6.8
2015,Prairie View A&M,-2.4,-4.5
2015,UMass Lowell,-5.6,-1.5
2015,Marshall,-1.9,-5.2
2015,Arkansas State,-4.6,-2.4
2015,Wagner,-0.5,-6.7
2015,Campbell,-6.3,-0.8
2015,South Alabama,0.2,-7.4
2016,Villanova,8.9,11.0
2016,North Carolina,13.8,4.8
2016,Michigan State,10.5,8.1
2016,Virginia,3.4,15.2
2016,Kansas,11.8,6.6
2016,Louisville,4.5,12.6
2016,West Virginia,8.9,7.7
2016,Kentucky,9.8,6.4
2016,Purdue,7.7,8.2
2016,Indiana,11.5,4.3
2016,Duke,12.1,3.5
2016,SMU,6.8,8.2
2016,Oklahoma,10.1,4.8
2016,Arizona,9.6,5.2
2016,Wichita State,3.3,11.1
2016,Xavier,10.1,4.0
2016,Vanderbilt,6.0,7.6
2016,UConn,4.4,9.1
2016,Miami,6.7,6.8
2016,Maryland,6.3,7.0
2016,Texas A&M,5.5,7.5
2016,Oregon,8.3,4.7
2016,Cincinnati,3.3,9.6
2016,Iowa,7.4,5.5
2016,Iowa State,12.3,0.5
2016,Gonzaga,6.4,6.1
2016,Pittsburgh,5.2,7.1
2016,Butler,8.6,3.5
2016,Baylor,7.5,4.3
2016,California,5.1,6.7
2016,Notre Dame,6.6,4.4
2016,Syracuse,1.5,9.5
2016,Seton Hall,4.7,6.2
2016,Valparaiso,1.0,9.7
2016,VCU,5.6,5.0
2016,Yale,2.4,8.1
2016,Michigan,4.1,6.3
2016,Florida,4.0,6.1
2016,Saint Mary's,1.0,9.1
2016,Utah,6.3,3.9
2016,Creighton,8.4,1.4
2016,Wisconsin,-0.6,10.3
2016,George Washington,5.2,4.4
2016,Clemson,0.5,9.2
2016,Texas,2.7,7.0
2016,Stephen F. Austin,3.1,6.5
2016,Florida State,7.9,1.5
2016,BYU,9.0,0.0
2016,Dayton,1.6,7.4
2016,Princeton,5.6,3.1
2016,Saint Joseph's,6.5,2.2
2016,Colorado,3.9,4.7
2016,South Carolina,4.5,4.1
2016,Georgia Tech,4.0,4.5
2016,Stony Brook,1.5,6.6
2016,Little Rock,-1.6,9.7
2016,Texas Tech,2.8,5.1
2016,Houston,6.5,1.2
2016,Memphis,5.3,2.3
2016,San Diego State,-3.1,10.6
2016,Arkansas,6.7,0.7
2016,Providence,3.8,3.6
2016,Kansas State,0.7,6.6
2016,Northwestern,0.9,6.5
2016,USC,7.7,-0.4
2016,Boise State,5.0,2.3
2016,Georgetown,3.5,3.7
2016,Tulsa,4.1,3.0
2016,NC State,5.7,1.4
2016,Virginia Tech,4.8,2.1
2016,Oregon State,1.8,5.0
2016,UC Santa Barbara,1.8,5.0
2016,Oakland,11.8,-5.3
2016,Ohio State,0.8,5.7
2016,Rhode Island,-0.7,7.1
2016,Akron,2.5,3.8
2016,South Dakota State,3.7,2.6
2016,Georgia,0.9,5.3
2016,Northern Iowa,-1.5,7.5
2016,Temple,0.5,5.4
2016,LSU,7.1,-1.3
2016,Ole Miss,4.1,1.6
2016,UT Arlington,4.6,1.1
2016,Monmouth,5.3,0.4
2016,Mississippi State,4.3,1.2
2016,St. Bonaventure,5.0,0.5
2016,UC Irvine,0.1,5.3
2016,UCLA,5.3,0.0
2016,Nebraska,1.8,3.3
2016,Evansville,2.5,2.5
2016,Richmond,5.3,-0.3
2016,Washington,10.1,-5.2
2016,James Madison,1.5,3.4
2016,Albany,0.9,4.0
2016,UNLV,5.5,-0.7
2016,William & Mary,4.4,0.4
2016,Tennessee,4.3,0.3
2016,UAB,3.8,0.8
2016,Alabama,-2.5,7.1
2016,Oklahoma State,-2.2,6.7
2016,Marquette,4.2,0.3
2016,Louisiana,5.7,-1.3
2016,UNC Wilmington,4.6,-0.4
2016,Hofstra,5.7,-1.5
2016,Columbia,2.7,1.4
2016,Iona,6.9,-2.7
2016,Chattanooga,0.6,3.6
2016,New Mexico,4.0,0.1
2016,Davidson,7.1,-3.2
2016,Old Dominion,-5.3,8.9
2016,Milwaukee,4.1,-0.5
2016,Siena,4.3,-0.7
2016,New Mexico State,-2.7,6.0
2016,Arizona State,2.1,1.1
2016,Long Beach State,4.2,-1.0
2016,Wake Forest,3.7,-0.5
2016,Hawai'i,2.3,0.5
2016,Toledo,3.3,-0.5
2016,Belmont,8.3,-5.5
2016,Weber State,0.1,2.7
2016,UNC Asheville,0.8,1.9
2016,Illinois,2.7,-0.2
2016,Fresno State,1.7,0.8
2016,UL Monroe,0.0,2.3
2016,Charleston,-7.1,9.4
2016,CSU Bakersfield,-1.5,3.8
2016,Stanford,-0.9,3.2
2016,Fordham,-1.6,3.7
2016,Vermont,1.1,1.0
2016,Nevada,1.9,0.0
2016,Northeastern,0.7,1.3
2016,Colorado State,6.1,-4.2
2016,Southern Illinois,1.6,0.3
2016,Buffalo,3.9,-2.0
2016,Illinois State,-2.8,4.7
2016,Ohio,5.0,-3.2
2016,Purdue Fort Wayne,5.5,-3.8
2016,High Point,2.5,-0.9
2016,Louisiana Tech,3.3,-1.8
2016,Central Michigan,2.7,-1.3
2016,TCU,-2.0,3.4
2016,Green Bay,7.9,-6.6
2016,Coastal Carolina,-2.2,3.5
2016,Grand Canyon,1.5,-0.2
2016,Morehead State,-1.5,2.8
2016,Middle Tennessee,-2.1,3.4
2016,Utah State,0.5,0.8
2016,North Dakota State,-4.8,5.9
2016,Bucknell,4.4,-3.3
2016,Duquesne,6.0,-5.1
2016,Penn State,-3.0,4.0
2016,Towson,-1.9,2.8
2016,Furman,-2.7,3.6
2016,Montana,-2.6,3.4
2016,Murray State,-1.2,2.0
2016,Pepperdine,0.3,0.5
2016,Wright State,-5.1,5.9
2016,Marshall,9.9,-9.4
2016,Wyoming,-0.5,1.1
2016,Ball State,-2.4,3.0
2016,Harvard,-5.0,5.5
2016,East Tennessee State,2.8,-2.3
2016,Omaha,8.7,-8.5
2016,Northern Illinois,-2.7,2.9
2016,Missouri,-1.4,1.5
2016,Eastern Michigan,1.0,-1.0
2016,Kent State,0.6,-0.6
2016,Winthrop,5.5,-5.6
2016,Texas Southern,0.9,-1.0
2016,Lehigh,-1.0,0.8
2016,UMass,1.6,-1.9
2016,North Florida,6.9,-7.3
2016,UCF,-1.7,1.2
2016,Elon,2.9,-3.4
2016,Detroit Mercy,7.3,-8.0
2016,Eastern Washington,5.4,-6.1
2016,Tennessee State,-2.4,1.7
2016,Georgia State,-5.6,4.8
2016,Mercer,-3.2,2.4
2016,Auburn,0.9,-1.8
2016,Minnesota,-1.6,0.6
2016,Florida Gulf Coast,-1.0,0.0
2016,Western Kentucky,1.8,-2.8
2016,Indiana State,-2.5,1.5
2016,Denver,-7.1,6.1
2016,Wofford,-1.4,0.3
2016,Georgia Southern,0.9,-2.1
2016,Tennessee Tech,2.9,-4.1
2016,Texas State,-7.2,6.0
2016,Oral Roberts,2.1,-3.4
2016,Navy,-6.0,4.6
2016,DePaul,-1.5,0.0
2016,Texas A&M-CC,-1.5,0.0
2016,Fairfield,2.6,-4.2
2016,Cal Poly,0.3,-1.9
2016,Western Michigan,0.5,-2.2
2016,Dartmouth,-2.7,1.0
2016,East Carolina,-1.1,-0.7
2016,Loyola Chicago,-6.1,4.3
2016,Wagner,-5.6,3.8
2016,NJIT,-0.5,-1.3
2016,UTEP,1.4,-3.6
2016,Charlotte,3.3,-5.6
2016,Army,2.4,-4.7
2016,Saint Peter's,-7.6,5.3
2016,Washington State,-0.5,-1.8
2016,Eastern Kentucky,4.1,-6.4
2016,UT Martin,-1.0,-1.4
2016,George Mason,-2.6,0.2
2016,Rider,-5.8,3.4
2016,Pacific,-3.0,0.6
2016,Sam Houston,-1.3,-1.1
2016,Radford,-0.7,-1.9
2016,Western Carolina,-1.2,-1.5
2016,Boston University,-0.3,-2.4
2016,New Hampshire,-2.9,0.2
2016,Canisius,3.2,-5.9
2016,Tulane,-4.4,1.6
2016,Idaho,-5.5,2.7
2016,UC Riverside,-4.0,1.1
2016,Portland,3.8,-6.8
2016,San Francisco,3.4,-6.4
2016,Western Illinois,-4.0,1.0
2016,Gardner-Webb,0.1,-3.2
2016,South Dakota,3.0,-6.2
2016,Austin Peay,0.9,-4.2
2016,North Dakota,-1.1,-2.3
2016,Southern,-2.5,-0.9
2016,Saint Louis,-4.8,1.3
2016,Florida International,-4.2,0.6
2016,St. John's,-2.5,-1.4
2016,Santa Clara,-2.6,-1.3
2016,Loyola Marymount,-1.1,-2.9
2016,Samford,-0.6,-3.4
2016,Manhattan,-3.4,-0.6
2016,Jackson State,-6.3,2.3
2016,Arkansas State,0.1,-4.2
2016,South Florida,-5.7,1.6
2016,Bowling Green,-3.5,-0.9
2016,Pennsylvania,-3.5,-0.9
2016,CSU Fullerton,-1.8,-2.6
2016,UNC Greensboro,-2.6,-1.8
2016,Colgate,-2.6,-1.9
2016,Northern Kentucky,-3.2,-1.4
2016,Incarnate Word,-1.8,-2.8
2016,Boston College,-7.3,2.6
2016,IUPUI,-4.2,-0.5
2016,Montana State,0.7,-5.3
2016,Drake,-2.6,-2.2
2016,Norfolk State,-0.8,-4.1
2016,Houston Baptist,0.3,-5.1
2016,Air Force,-4.1,-0.8
2016,Mount St. Mary's,-4.7,-0.1
2016,Brown,0.5,-5.4
2016,South Alabama,-3.4,-1.6
2016,Missouri State,-3.4,-1.7
2016,Drexel,-7.5,2.3
2016,Miami (OH),-8.5,3.2
2016,Portland State,0.8,-6.1
2016,UC Davis,-8.6,3.3
2016,Eastern Illinois,-3.2,-2.1
2016,CSU Northridge,-1.3,-4.3
2016,Appalachian State,-1.3,-4.3
2016,Hampton,-1.2,-4.5
2016,Campbell,-2.4,-3.3
2016,Lipscomb,1.8,-7.6
2016,Loyola (MD),-2.2,-3.6
2016,Sacramento State,-4.1,-2.0
2016,St. Francis (BKN),-8.0,1.9
2016,Cornell,-1.3,-4.8
2016,Kansas City,-4.6,-1.7
2016,South Carolina State,-2.0,-4.4
2016,Jacksonville,-1.7,-4.8
2016,Long Island University,0.6,-7.1
2016,Charleston Southern,-2.6,-4.0
2016,Cleveland State,-11.9,5.3
2016,La Salle,-6.6,-0.1
2016,Fairleigh Dickinson,2.1,-8.8
2016,Utah Valley,1.0,-7.8
2016,Idaho State,-2.1,-4.8
2016,Stetson,2.3,-9.2
2016,Youngstown State,2.4,-9.3
2016,Kennesaw State,-2.5,-4.4
2016,San José State,-4.1,-2.9
2016,Quinnipiac,-7.2,0.2
2016,Longwood,-2.7,-4.6
2016,St. Francis (PA),-3.8,-3.4
2016,Troy,-3.4,-4.0
2016,Robert Morris,-7.8,0.4
2016,Sacred Heart,-0.7,-6.9
2016,Delaware,-4.4,-3.2
2016,Rutgers,-2.9,-4.8
2016,Liberty,-9.5,1.8
2016,Marist,-1.6,-6.1
2016,Holy Cross,-8.2,0.4
2016,North Carolina Central,-6.8,-0.9
2016,Jacksonville State,-7.0,-0.7
2016,American University,-13.0,5.1
2016,Niagara,-7.9,0.0
2016,Bethune-Cookman,-5.1,-2.8
2017,Gonzaga,10.8,9.5
2017,Villanova,11.9,8.4
2017,North Carolina,11.3,8.2
2017,Kansas,12.1,6.3
2017,Florida,8.5,9.6
2017,Louisville,7.9,9.9
2017,Duke,11.8,5.9
2017,West Virginia,8.2,9.4
2017,Kentucky,9.6,7.9
2017,Oregon,10.7,6.8
2017,Virginia,5.8,11.4
2017,UCLA,14.4,2.4
2017,Saint Mary's,10.9,5.7
2017,Purdue,8.9,7.2
2017,Wichita State,7.2,8.5
2017,Michigan,11.6,3.9
2017,SMU,10.3,5.2
2017,Baylor,7.9,7.1
2017,Wisconsin,6.7,8.3
2017,Cincinnati,7.0,7.8
2017,Iowa State,9.6,5.1
2017,Arizona,8.8,5.9
2017,Notre Dame,9.8,4.1
2017,Florida State,7.6,6.3
2017,Butler,8.6,4.7
2017,Oklahoma State,11.1,1.3
2017,Creighton,8.1,3.9
2017,South Carolina,2.0,9.4
2017,Marquette,9.8,1.0
2017,Wake Forest,10.1,0.7
2017,Miami,4.5,6.2
2017,Indiana,7.5,3.2
2017,Xavier,6.8,3.6
2017,Rhode Island,4.8,5.6
2017,Syracuse,7.6,2.8
2017,Dayton,4.6,5.6
2017,Kansas State,5.1,5.1
2017,Vanderbilt,5.5,4.7
2017,Clemson,6.6,3.5
2017,Texas Tech,6.0,3.9
2017,Minnesota,2.5,7.3
2017,VCU,3.5,6.2
2017,Michigan State,4.6,5.1
2017,TCU,5.7,4.0
2017,Arkansas,6.5,3.1
2017,Middle Tennessee,4.9,4.5
2017,Northwestern,3.6,5.8
2017,Houston,6.5,2.7
2017,Nevada,7.4,1.6
2017,Vermont,4.7,4.3
2017,Maryland,4.7,4.2
2017,Virginia Tech,7.8,1.0
2017,Seton Hall,4.1,4.3
2017,Princeton,3.9,4.4
2017,Providence,2.8,5.4
2017,California,0.4,7.7
2017,USC,6.2,1.6
2017,Alabama,-0.3,8.1
2017,Utah,4.2,3.4
2017,UNC Wilmington,8.0,-0.4
2017,Georgetown,2.8,4.4
2017,Tennessee,3.2,4.0
2017,Illinois,2.4,4.7
2017,Illinois State,0.6,6.6
2017,UCF,0.0,6.9
2017,Ohio State,3.9,3.1
2017,UT Arlington,4.0,2.7
2017,Georgia,1.7,4.9
2017,Oklahoma,1.1,5.3
2017,Texas,0.2,6.2
2017,Pittsburgh,5.9,0.4
2017,Belmont,5.0,1.1
2017,Texas A&M,2.6,3.5
2017,Davidson,3.8,2.3
2017,Ole Miss,3.6,2.5
2017,East Tennessee State,2.4,3.7
2017,Monmouth,2.3,3.4
2017,Florida Gulf Coast,3.9,1.5
2017,Iowa,4.1,1.3
2017,BYU,2.5,2.9
2017,Bucknell,2.8,2.4
2017,Auburn,3.8,1.3
2017,St. Bonaventure,2.8,2.2
2017,Akron,5.3,-0.2
2017,San Diego State,-0.7,5.6
2017,Georgia Tech,-2.5,7.4
2017,NC State,5.6,-0.8
2017,Penn State,-0.4,4.8
2017,Louisiana Tech,1.5,3.0
2017,Ohio,1.2,3.2
2017,UConn,1.0,3.4
2017,Colorado,3.5,0.9
2017,Charleston,0.0,4.4
2017,UNC Asheville,2.0,2.3
2017,Furman,2.0,2.2
2017,Richmond,3.6,0.6
2017,Saint Peter's,-1.1,5.1
2017,Loyola Chicago,2.6,1.3
2017,Mississippi State,1.3,2.5
2017,New Mexico State,3.0,0.8
2017,Oakland,0.5,3.2
2017,St. John's,2.0,1.8
2017,Boise State,2.6,1.2
2017,Winthrop,1.5,2.3
2017,Harvard,0.7,2.8
2017,Chattanooga,1.1,2.3
2017,CSU Bakersfield,-1.7,5.1
2017,Fresno State,0.0,3.4
2017,Valparaiso,0.7,2.5
2017,Temple,2.0,1.0
2017,Towson,0.7,2.2
2017,Lehigh,1.9,1.0
2017,Toledo,3.5,-0.7
2017,Louisiana,4.1,-1.3
2017,Albany,2.2,0.6
2017,Memphis,0.9,1.8
2017,William & Mary,5.1,-2.5
2017,Santa Clara,1.5,1.1
2017,San Francisco,-0.8,3.3
2017,Nebraska,-0.2,2.6
2017,Purdue Fort Wayne,3.6,-1.1
2017,Old Dominion,-2.9,5.1
2017,UC Irvine,-1.2,3.4
2017,Buffalo,0.3,1.9
2017,Stanford,-0.1,2.2
2017,UNC Greensboro,2.1,-0.1
2017,Missouri State,2.4,-0.4
2017,Troy,3.4,-1.4
2017,Arkansas State,0.2,1.7
2017,New Mexico,1.6,0.3
2017,Colorado State,1.7,0.2
2017,Eastern Michigan,0.7,1.1
2017,La Salle,3.8,-2.0
2017,Georgia State,0.0,1.7
2017,Weber State,3.9,-2.3
2017,Yale,0.8,0.8
2017,Lipscomb,2.7,-1.2
2017,George Mason,1.5,0.1
2017,Rutgers,-2.3,3.8
2017,Kent State,0.7,0.7
2017,Mercer,2.7,-1.3
2017,North Dakota,1.2,0.2
2017,North Carolina Central,-0.7,2.0
2017,Gardner-Webb,-0.5,1.8
2017,Iona,4.3,-3.2
2017,Elon,0.3,0.8
2017,George Washington,1.6,-0.4
2017,Siena,1.4,-0.3
2017,Wofford,4.2,-3.1
2017,Pennsylvania,-1.0,2.1
2017,Northeastern,1.2,-0.2
2017,UMass,-2.5,3.5
2017,Georgia Southern,1.4,-0.7
2017,Wright State,0.7,0.0
2017,Ball State,1.0,-0.3
2017,Marshall,3.3,-2.7
2017,North Dakota State,1.0,-0.4
2017,Boston College,-0.1,0.6
2017,South Dakota,-0.7,1.0
2017,Tulsa,-0.7,1.0
2017,Western Michigan,1.4,-1.2
2017,Utah State,0.7,-0.6
2017,UAB,0.4,-0.4
2017,Rice,1.5,-1.4
2017,Arizona State,3.9,-4.0
2017,New Hampshire,-1.7,1.7
2017,Evansville,-1.3,1.2
2017,Loyola Marymount,-1.5,1.3
2017,Northern Iowa,-4.1,4.0
2017,Northern Kentucky,0.5,-0.7
2017,Jacksonville State,1.0,-1.2
2017,Missouri,-2.6,2.4
2017,Green Bay,-1.9,1.7
2017,Omaha,2.2,-2.5
2017,Saint Joseph's,-1.6,1.3
2017,Hofstra,4.2,-4.6
2017,Samford,1.2,-1.6
2017,Southern Illinois,-0.7,0.2
2017,Boston University,-1.2,0.6
2017,Canisius,2.5,-3.2
2017,Eastern Washington,3.7,-4.4
2017,Tennessee State,-3.2,2.3
2017,Hawai'i,-1.0,0.2
2017,Washington,1.9,-2.7
2017,Texas Southern,1.3,-2.2
2017,Texas State,-3.2,2.3
2017,DePaul,-0.7,-0.2
2017,South Dakota State,3.1,-4.1
2017,East Carolina,-4.4,3.3
2017,Wyoming,-1.6,0.5
2017,LSU,2.1,-3.2
2017,Indiana State,-2.5,1.4
2017,UMBC,2.6,-3.9
2017,Montana,0.8,-2.1
2017,Utah Valley,-3.3,2.0
2017,Morehead State,0.5,-2.0
2017,Murray State,1.6,-3.1
2017,Central Michigan,4.6,-6.2
2017,IUPUI,1.0,-2.6
2017,Northern Illinois,-3.0,1.4
2017,Fairfield,-2.6,0.9
2017,Portland State,1.9,-3.7
2017,Grand Canyon,-1.5,-0.3
2017,Denver,1.2,-3.1
2017,Mount St. Mary's,-3.3,1.4
2017,Liberty,-2.9,1.0
2017,Stony Brook,-1.6,-0.4
2017,Long Beach State,0.5,-2.5
2017,Idaho,-1.2,-0.9
2017,Rider,-2.5,0.4
2017,New Orleans,-2.7,0.3
2017,Columbia,-1.8,-0.5
2017,Eastern Illinois,-2.6,0.2
2017,Navy,-3.9,1.5
2017,Fordham,-4.2,1.7
2017,Texas A&M-CC,-1.7,-0.9
2017,Wagner,-2.5,-0.2
2017,Coastal Carolina,-1.7,-1.1
2017,Little Rock,-2.2,-0.6
2017,Holy Cross,-3.7,0.9
2017,UC Davis,-3.4,0.5
2017,Western Kentucky,-0.1,-2.8
2017,North Florida,-0.3,-2.8
2017,San José State,-2.5,-0.6
2017,Washington State,-0.8,-2.3
2017,UT Martin,0.7,-3.9
2017,Sam Houston,-4.1,0.9
2017,Lamar,-0.9,-2.5
2017,Duquesne,-2.9,-0.6
2017,South Alabama,-3.9,0.4
2017,Drexel,-1.1,-2.5
2017,SE Louisiana,-4.2,0.6
2017,Pacific,-2.8,-0.8
2017,James Madison,-3.2,-0.4
2017,South Carolina Upstate,0.0,-3.7
2017,UTEP,-3.0,-0.8
2017,Long Island University,-2.9,-1.2
2017,St. Francis (PA),-1.5,-2.7
2017,UNLV,-2.0,-2.1
2017,Charlotte,-0.8,-3.4
2017,Bradley,-5.2,1.0
2017,Oral Roberts,0.1,-4.4
2017,Houston Baptist,0.1,-4.4
2017,Bowling Green,-3.2,-1.2
2017,UIC,-2.7,-1.7
2017,Tennessee Tech,-3.8,-0.6
2017,Fairleigh Dickinson,-0.4,-4.0
2017,Cleveland State,-5.5,1.0
2017,Jacksonville,-0.2,-4.3
2017,Montana State,-0.7,-3.8
2017,Appalachian State,-2.5,-2.1
2017,NJIT,-3.2,-1.4
2017,Army,-4.3,-0.3
2017,CSU Fullerton,-4.6,-0.3
2017,Loyola (MD),-5.1,0.2
2017,Tulane,-2.1,-2.8
2017,Kansas City,-1.4,-3.6
2017,Southeast Missouri State,-1.5,-3.6
2017,UL Monroe,-3.9,-1.1
2017,High Point,-3.2,-1.9
2017,Kennesaw State,-1.4,-3.8
2017,Stephen F. Austin,-5.6,0.4
2017,Campbell,-2.3,-3.0
2017,Robert Morris,-8.2,2.9
2017,Cornell,-2.9,-2.4
2017,Air Force,-0.2,-5.2
2017,Brown,-0.8,-4.7
2017,CSU Northridge,-0.1,-5.5
2017,Portland,-3.5,-2.2
2017,Eastern Kentucky,-3.4,-2.3
2017,Niagara,-2.9,-2.9
2017,Colgate,-3.2,-2.6
2017,Northern Colorado,-4.0,-2.0
2017,San Diego,-3.5,-2.5
2017,UMass Lowell,0.0,-6.0
2017,Sacramento State,-1.8,-4.3
2017,Oregon State,-5.0,-1.2
2017,Bryant,-1.4,-4.8
2017,Miami (OH),-5.8,-0.4
2017,Manhattan,-4.8,-1.5
2017,Quinnipiac,-2.3,-3.9
2017,Charleston Southern,-1.1,-5.2
2017,Florida International,-1.7,-4.7
2017,UTSA,-5.8,-0.6
2017,Drake,-1.6,-5.0
2017,Milwaukee,-2.9,-3.7
2017,Saint Louis,-6.0,-0.8
2017,Alcorn State,-5.5,-1.4
2017,Youngstown State,-1.8,-5.1
2017,Florida Atlantic,-4.5,-2.5
2017,Western Illinois,-4.9,-2.2
2017,Detroit Mercy,-0.8,-6.2
2017,The Citadel,0.1,-7.2
2017,Seattle U,-5.8,-1.3
2017,Dartmouth,-3.5,-3.6
2017,Radford,-5.5,-1.7
2017,Binghamton,-4.1,-3.1
2017,South Florida,-5.4,-1.9
2017,UC Riverside,-7.1,-0.2
2017,Norfolk State,-6.3,-1.2
2018,Villanova,15.5,7.3
2018,Virginia,7.0,13.2
2018,Duke,12.4,7.5
2018,Purdue,12.0,7.0
2018,Cincinnati,6.3,12.2
2018,Michigan State,10.1,7.7
2018,Kansas,11.2,5.2
2018,North Carolina,10.3,5.8
2018,West Virginia,9.4,6.4
2018,Gonzaga,9.4,5.9
2018,Texas Tech,5.8,9.3
2018,Michigan,6.5,8.5
2018,Xavier,10.5,4.2
2018,Tennessee,6.0,8.3
2018,Wichita State,10.4,3.8
2018,Clemson,6.0,7.9
2018,Ohio State,7.3,6.6
2018,Houston,6.8,6.6
2018,Kentucky,7.0,5.9
2018,Penn State,5.5,7.2
2018,Butler,7.0,5.4
2018,TCU,9.6,2.7
2018,Auburn,7.1,5.1
2018,Creighton,8.1,4.1
2018,Florida,6.5,5.6
2018,Arizona,9.4,2.5
2018,Seton Hall,7.7,4.0
2018,Saint Mary's,10.0,1.6
2018,Florida State,6.2,5.3
2018,Virginia Tech,8.0,3.2
2018,Nevada,9.4,1.7
2018,Texas A&M,4.1,6.7
2018,Davidson,8.9,1.7
2018,Louisville,4.9,5.7
2018,Miami,4.9,5.7
2018,Rhode Island,4.7,5.9
2018,Notre Dame,6.9,3.6
2018,Baylor,5.0,5.4
2018,Maryland,5.7,4.5
2018,Texas,3.2,6.8
2018,Arkansas,7.6,2.4
2018,Middle Tennessee,4.3,5.4
2018,Loyola Chicago,4.6,5.0
2018,Oklahoma,6.8,2.7
2018,Syracuse,1.2,8.3
2018,Arizona State,7.3,2.0
2018,Kansas State,3.5,5.7
2018,NC State,7.0,2.2
2018,Missouri,4.4,4.8
2018,Marquette,9.2,-0.2
2018,USC,6.3,2.6
2018,Western Kentucky,5.8,3.0
2018,San Diego State,3.6,5.1
2018,Alabama,2.7,6.0
2018,Louisiana,5.7,2.9
2018,UCLA,6.9,1.3
2018,Boise State,3.1,5.0
2018,Mississippi State,3.0,5.0
2018,Old Dominion,2.0,6.0
2018,St. Bonaventure,4.2,3.8
2018,Oklahoma State,3.7,4.2
2018,Providence,2.5,5.1
2018,Murray State,5.6,2.0
2018,Nebraska,3.2,4.4
2018,Wisconsin,3.4,4.1
2018,Vermont,5.8,1.5
2018,LSU,6.7,0.5
2018,Utah,4.1,3.1
2018,Furman,4.0,3.0
2018,New Mexico State,1.7,5.3
2018,SMU,4.0,2.9
2018,Oregon,4.4,2.4
2018,South Dakota,3.1,3.7
2018,Northwestern,3.1,3.7
2018,Northern Kentucky,2.5,4.3
2018,Buffalo,5.3,1.4
2018,Georgia,0.7,5.9
2018,Indiana,2.9,3.7
2018,Belmont,5.6,0.9
2018,Boston College,4.9,1.5
2018,Bucknell,3.8,2.6
2018,BYU,2.3,4.0
2018,St. John's,0.6,5.6
2018,Fresno State,3.9,2.3
2018,UNC Greensboro,0.1,6.0
2018,Temple,3.0,3.0
2018,South Dakota State,6.0,-0.1
2018,East Tennessee State,0.7,5.2
2018,Vanderbilt,6.0,-0.2
2018,Iowa,7.4,-1.6
2018,South Carolina,-0.4,6.1
2018,Utah Valley,3.5,1.9
2018,Wake Forest,4.3,1.0
2018,Northeastern,2.3,2.7
2018,Iowa State,3.1,1.5
2018,Stanford,1.2,3.3
2018,Illinois,2.7,1.8
2018,UNLV,4.9,-0.5
2018,Georgia State,2.0,2.4
2018,Pennsylvania,-0.1,4.3
2018,Georgetown,2.3,1.8
2018,UCF,-2.7,6.7
2018,Minnesota,2.4,1.5
2018,Ole Miss,3.4,0.5
2018,UAB,2.4,1.4
2018,New Mexico,4.6,-0.9
2018,Montana,1.2,2.5
2018,DePaul,-0.4,4.0
2018,Washington,0.7,2.8
2018,Stephen F. Austin,0.1,3.4
2018,Tulsa,1.7,1.8
2018,Florida Gulf Coast,1.7,1.7
2018,Oregon State,1.6,1.7
2018,Charleston,2.3,0.9
2018,Grand Canyon,-0.7,3.9
2018,Iona,4.4,-1.3
2018,Marshall,2.5,0.6
2018,Missouri State,1.7,1.3
2018,Mercer,5.3,-2.4
2018,Toledo,5.2,-2.3
2018,UT Arlington,0.3,2.4
2018,Saint Joseph's,0.5,2.2
2018,Northern Colorado,1.2,1.5
2018,Georgia Tech,-1.0,3.7
2018,VCU,1.6,1.0
