<<<<<<< HEAD
Year,Team,Conf,NetRtg,ORtg,DRtg,AdjT
2021,Loyola MD,Pat,-5.02,96.8,101.8,68.4,,,,,,,,,,,,,,,
2021,Austin Peay,OVC,-5.04,104.0,109.0,66.8,,,,,,,,,,,,,,,
2021,Milwaukee,Horz,-5.05,101.8,106.9,69.8,,,,,,,,,,,,,,,
2021,South Alabama,SB,-5.08,103.3,108.4,66.5,,,,,,,,,,,,,,,
2021,The Citadel,SC,-5.13,104.0,109.1,74.2,,,,,,,,,,,,,,,
2021,Penn,Ivy,-5.13,100.2,105.3,69.2,,,,,,,,,,,,,,,
2021,Cornell,Ivy,-5.2,101.3,106.5,66.8,,,,,,,,,,,,,,,
2021,Oakland,Horz,-5.28,103.9,109.2,69.6,,,,,,,,,,,,,,,
2021,Saint Peter's,MAAC,-5.37,90.4,95.8,66.7,,,,,,,,,,,,,,,
2021,Morgan St.,MEAC,-5.71,100.0,105.7,71.9,,,,,,,,,,,,,,,
2021,Wagner,NEC,-5.72,100.8,106.5,65.5,,,,,,,,,,,,,,,
2021,Delaware,CAA,-6.08,97.0,103.1,66.5,,,,,,,,,,,,,,,
2021,Monmouth,MAAC,-6.09,99.0,105.1,74.2,,,,,,,,,,,,,,,
2021,George Washington,A10,-6.17,101.6,107.8,67.8,,,,,,,,,,,,,,,
2021,Northern Colorado,BSky,-6.19,99.0,105.1,67.8,,,,,,,,,,,,,,,
2021,Cal Baptist,WAC,-6.23,104.3,110.6,70.5,,,,,,,,,,,,,,,
2021,UMass Lowell,AE,-6.29,99.8,106.1,69.0,,,,,,,,,,,,,,,
2021,UC San Diego,BW,-6.29,101.7,108.0,69.7,,,,,,,,,,,,,,,
2021,Charleston,CAA,-6.35,102.2,108.6,63.5,,,,,,,,,,,,,,,
2021,Stetson,ASun,-6.46,100.3,106.8,67.8,,,,,,,,,,,,,,,
2021,Charlotte,CUSA,-6.49,97.3,103.8,62.7,,,,,,,,,,,,,,,
2021,Prairie View A&M,SWAC,-6.51,94.6,101.2,69.2,,,,,,,,,,,,,,,
2021,Stony Brook,AE,-6.61,94.7,101.3,66.4,,,,,,,,,,,,,,,
2021,Mount St. Mary's,NEC,-6.62,94.5,101.1,61.6,,,,,,,,,,,,,,,
2021,Lipscomb,ASun,-6.74,100.9,107.7,66.0,,,,,,,,,,,,,,,
2021,Little Rock,SB,-6.86,98.4,105.3,67.0,,,,,,,,,,,,,,,
2021,Albany,AE,-6.91,97.3,104.2,69.6,,,,,,,,,,,,,,,
2021,Western Carolina,SC,-7.07,99.9,106.9,70.5,,,,,,,,,,,,,,,
2021,Long Beach St.,BW,-7.12,97.6,104.7,73.7,,,,,,,,,,,,,,,
2021,Radford,BSth,-7.12,97.7,104.8,63.5,,,,,,,,,,,,,,,
2021,UNC Asheville,BSth,-7.13,100.6,107.8,68.2,,,,,,,,,,,,,,,
2021,Portland St.,BSky,-7.17,93.1,100.3,69.2,,,,,,,,,,,,,,,
2021,Youngstown St.,Horz,-7.31,102.2,109.5,67.6,,,,,,,,,,,,,,,
2021,Longwood,BSth,-7.33,98.0,105.4,65.0,,,,,,,,,,,,,,,
2021,UNC Wilmington,CAA,-7.42,102.1,109.5,69.0,,,,,,,,,,,,,,,
2021,Brown,Ivy,-7.7,95.2,102.9,69.7,,,,,,,,,,,,,,,
2021,Niagara,MAAC,-7.71,99.8,107.5,64.5,,,,,,,,,,,,,,,
2021,Canisius,MAAC,-7.82,99.1,107.0,70.6,,,,,,,,,,,,,,,
2021,Arkansas St.,SB,-7.84,99.2,107.0,67.6,,,,,,,,,,,,,,,
2021,UT Arlington,SB,-7.87,98.2,106.1,69.2,,,,,,,,,,,,,,,
2021,Sacramento St.,BSky,-7.93,102.4,110.3,65.3,,,,,,,,,,,,,,,
2021,Cal St. Fullerton,BW,-8.09,101.6,109.6,71.8,,,,,,,,,,,,,,,
2021,Southern Miss,CUSA,-8.19,92.9,101.1,67.4,,,,,,,,,,,,,,,
2021,Green Bay,Horz,-8.28,102.3,110.6,65.9,,,,,,,,,,,,,,,
2021,Idaho St.,BSky,-8.54,93.7,102.2,64.2,,,,,,,,,,,,,,,
2021,Cal St. Northridge,BW,-8.79,101.7,110.4,70.1,,,,,,,,,,,,,,,
2021,Boston University,Pat,-8.93,100.3,109.3,65.6,,,,,,,,,,,,,,,
2021,Tarleton St.,WAC,-8.95,97.0,105.9,64.4,,,,,,,,,,,,,,,
2021,Lafayette,Pat,-9.08,102.9,112.0,68.6,,,,,,,,,,,,,,,
2021,IUPUI,Horz,-9.37,96.2,105.5,72.1,,,,,,,,,,,,,,,
2021,Samford,SC,-9.49,96.5,106.0,72.7,,,,,,,,,,,,,,,
2021,Jackson St.,SWAC,-9.62,88.1,97.7,68.4,,,,,,,,,,,,,,,
2021,Marist,MAAC,-9.69,91.6,101.3,66.1,,,,,,,,,,,,,,,
2021,American,Pat,-9.74,96.5,106.2,67.4,,,,,,,,,,,,,,,
2021,New Hampshire,AE,-9.83,96.0,105.8,66.4,,,,,,,,,,,,,,,
2021,Southeast Missouri St.,OVC,-10.05,95.5,105.5,68.4,,,,,,,,,,,,,,,
2021,Georgia Southern,SB,-10.11,94.1,104.2,66.6,,,,,,,,,,,,,,,
2021,LIU,NEC,-10.34,93.4,103.7,73.7,,,,,,,,,,,,,,,
2021,North Dakota,Sum,-10.39,97.7,108.1,67.1,,,,,,,,,,,,,,,
2021,North Alabama,ASun,-10.48,94.7,105.2,70.6,,,,,,,,,,,,,,,
2021,Western Michigan,MAC,-10.48,94.7,105.2,66.0,,,,,,,,,,,,,,,
2021,Dartmouth,Ivy,-10.7,94.8,105.5,66.6,,,,,,,,,,,,,,,
2021,Bucknell,Pat,-10.71,97.3,108.0,71.8,,,,,,,,,,,,,,,
2021,Florida A&M,MEAC,-10.72,90.2,100.9,68.4,,,,,,,,,,,,,,,
2021,New Orleans,Slnd,-10.73,97.3,108.1,72.4,,,,,,,,,,,,,,,
2021,Florida Gulf Coast,ASun,-10.92,93.5,104.4,70.6,,,,,,,,,,,,,,,
2021,Purdue Fort Wayne,Horz,-10.97,100.3,111.2,69.5,,,,,,,,,,,,,,,
2021,Central Michigan,MAC,-11.04,100.2,111.3,72.1,,,,,,,,,,,,,,,
2021,UT Rio Grande Valley,WAC,-11.05,91.8,102.8,69.6,,,,,,,,,,,,,,,
2021,North Carolina A&T,MEAC,-11.09,95.6,106.7,70.6,,,,,,,,,,,,,,,
2021,High Point,BSth,-11.2,96.1,107.3,66.1,,,,,,,,,,,,,,,
2021,Quinnipiac,MAAC,-11.21,89.6,100.8,72.0,,,,,,,,,,,,,,,
2021,Columbia,Ivy,-11.25,94.7,105.9,68.9,,,,,,,,,,,,,,,
2021,Merrimack,NEC,-11.37,90.7,102.1,66.5,,,,,,,,,,,,,,,
2021,Illinois Chicago,Horz,-11.42,93.1,104.5,68.2,,,,,,,,,,,,,,,
2021,Eastern Michigan,MAC,-11.42,97.1,108.5,68.1,,,,,,,,,,,,,,,
2021,Western Illinois,Sum,-11.43,98.0,109.4,71.5,,,,,,,,,,,,,,,
2021,Coppin St.,MEAC,-11.69,91.0,102.6,76.8,,,,,,,,,,,,,,,
2021,FIU,CUSA,-11.81,97.3,109.1,70.3,,,,,,,,,,,,,,,
2021,Jacksonville,ASun,-11.85,93.7,105.5,67.6,,,,,,,,,,,,,,,
2021,New Mexico,MWC,-11.86,91.6,103.5,67.7,,,,,,,,,,,,,,,
2021,NJIT,AE,-12.08,94.2,106.2,68.2,,,,,,,,,,,,,,,
2021,Louisiana Monroe,SB,-12.16,93.2,105.4,67.1,,,,,,,,,,,,,,,
2021,North Florida,ASun,-12.34,101.9,114.2,66.5,,,,,,,,,,,,,,,
2021,Towson,CAA,-12.35,99.0,111.4,65.8,,,,,,,,,,,,,,,
2021,Fairleigh Dickinson,NEC,-12.39,100.7,113.1,70.6,,,,,,,,,,,,,,,
2021,Nebraska Omaha,Sum,-12.44,94.6,107.0,70.7,,,,,,,,,,,,,,,
2021,William & Mary,CAA,-12.46,94.8,107.3,68.1,,,,,,,,,,,,,,,
2021,Robert Morris,Horz,-12.51,98.1,110.6,67.3,,,,,,,,,,,,,,,
2021,Holy Cross,Pat,-12.55,97.2,109.8,69.1,,,,,,,,,,,,,,,
2021,Troy,SB,-12.62,92.4,105.0,68.2,,,,,,,,,,,,,,,
2021,Middle Tennessee,CUSA,-12.66,91.2,103.9,69.2,,,,,,,,,,,,,,,
2021,Lamar,Slnd,-12.82,93.1,105.9,67.5,,,,,,,,,,,,,,,
2021,Southern,SWAC,-12.84,91.5,104.3,70.6,,,,,,,,,,,,,,,
2021,Fairfield,MAAC,-12.92,94.9,107.8,64.3,,,,,,,,,,,,,,,
2021,Fordham,A10,-12.93,86.3,99.3,63.7,,,,,,,,,,,,,,,
2021,Eastern Illinois,OVC,-13.22,95.5,108.7,68.9,,,,,,,,,,,,,,,
2021,Saint Francis,NEC,-13.27,94.7,108.0,68.5,,,,,,,,,,,,,,,
2021,Tennessee Tech,OVC,-13.9,96.0,109.9,68.8,,,,,,,,,,,,,,,
2021,Howard,MEAC,-13.94,98.2,112.2,69.5,,,,,,,,,,,,,,,
2021,Manhattan,MAAC,-14.18,89.5,103.7,67.1,,,,,,,,,,,,,,,
2021,Rider,MAAC,-14.19,99.5,113.7,67.6,,,,,,,,,,,,,,,
2021,Northwestern St.,Slnd,-14.21,96.7,110.9,70.8,,,,,,,,,,,,,,,
2021,Grambling St.,SWAC,-14.24,92.1,106.3,69.8,,,,,,,,,,,,,,,
2021,Northern Arizona,BSky,-14.31,98.4,112.7,63.9,,,,,,,,,,,,,,,
2021,Tennessee St.,OVC,-14.65,90.2,104.9,71.2,,,,,,,,,,,,,,,
2021,Portland,WCC,-14.72,97.1,111.8,71.0,,,,,,,,,,,,,,,
2021,USC Upstate,BSth,-14.75,94.8,109.5,68.3,,,,,,,,,,,,,,,
2021,SIU Edwardsville,OVC,-14.8,92.6,107.4,68.2,,,,,,,,,,,,,,,
2021,Sacred Heart,NEC,-15.26,98.2,113.5,66.2,,,,,,,,,,,,,,,
2021,Binghamton,AE,-15.31,97.2,112.5,65.9,,,,,,,,,,,,,,,
2021,Presbyterian,BSth,-15.46,90.6,106.1,65.7,,,,,,,,,,,,,,,
2021,Hampton,BSth,-15.71,94.9,110.6,70.4,,,,,,,,,,,,,,,
2021,Cal Poly,BW,-15.85,90.1,105.9,66.8,,,,,,,,,,,,,,,
2021,North Carolina Central,MEAC,-16.21,93.3,109.5,65.9,,,,,,,,,,,,,,,
2021,Central Arkansas,Slnd,-16.26,97.6,113.8,70.9,,,,,,,,,,,,,,,
2021,Air Force,MWC,-16.51,94.4,110.9,62.8,,,,,,,,,,,,,,,
2021,San Jose St.,MWC,-16.79,95.5,112.3,71.8,,,,,,,,,,,,,,,
2021,Lehigh,Pat,-17.39,91.6,109.0,70.0,,,,,,,,,,,,,,,
2021,Kennesaw St.,ASun,-17.57,87.8,105.4,69.3,,,,,,,,,,,,,,,
2021,Southeastern Louisiana,Slnd,-17.92,92.9,110.8,68.6,,,,,,,,,,,,,,,
2021,Northern Illinois,MAC,-17.94,93.3,111.2,65.4,,,,,,,,,,,,,,,
2021,Denver,Sum,-18.4,94.2,112.6,70.9,,,,,,,,,,,,,,,
2021,Charleston Southern,BSth,-18.49,89.8,108.3,69.6,,,,,,,,,,,,,,,
2021,McNeese St.,Slnd,-18.77,95.7,114.5,68.5,,,,,,,,,,,,,,,
2021,Alcorn St.,SWAC,-19.09,91.1,110.2,69.5,,,,,,,,,,,,,,,
2021,Incarnate Word,Slnd,-19.09,93.6,112.7,64.7,,,,,,,,,,,,,,,
2021,Texas A&M Corpus Chris,Slnd,-19.44,89.4,108.8,69.6,,,,,,,,,,,,,,,
2021,Central Connecticut,NEC,-19.46,92.5,112.0,70.3,,,,,,,,,,,,,,,
2021,Maine,AE,-20.0,85.9,105.9,64.5,,,,,,,,,,,,,,,
2021,Tennessee Martin,OVC,-21.0,92.3,113.3,67.4,,,,,,,,,,,,,,,
2021,Alabama A&M,SWAC,-21.04,84.8,105.8,67.5,,,,,,,,,,,,,,,
2021,Bethune Cookman,MEAC,-22.53,90.1,112.7,72.3,,,,,,,,,,,,,,,
2021,Idaho,BSky,-23.01,90.6,113.6,66.8,,,,,,,,,,,,,,,
2021,Arkansas Pine Bluff,SWAC,-23.47,91.2,114.7,67.0,,,,,,,,,,,,,,,
2021,Delaware St.,MEAC,-24.53,90.9,115.4,73.3,,,,,,,,,,,,,,,
2021,South Carolina St.,MEAC,-25.23,87.2,112.4,71.6,,,,,,,,,,,,,,,
2021,Alabama St.,SWAC,-25.94,84.4,110.3,70.8,,,,,,,,,,,,,,,
2021,Maryland Eastern Shore,MEAC,-27.6,83.9,111.5,67.8,,,,,,,,,,,,,,,
2021,Chicago St.,WAC,-29.85,88.3,118.1,67.5,,,,,,,,,,,,,,,
2021,Mississippi Valley St.,SWAC,-41.29,79.4,120.7,71.1,,,,,,,,,,,,,,,
2022,Gonzaga,WCC,30.95,120.7,89.7,72.5,,,,,,,,,,,,,,,
2022,Houston,Amer,27.7,116.8,89.1,63.6,,,,,,,,,,,,,,,
2022,Kansas,B12,27.49,119.2,91.7,69.3,,,,,,,,,,,,,,,
2022,Baylor,B12,27.04,118.0,91.0,67.4,,,,,,,,,,,,,,,
2022,Arizona,P12,25.96,118.6,92.6,72.2,,,,,,,,,,,,,,,
2022,Kentucky,SEC,25.72,120.0,94.3,67.5,,,,,,,,,,,,,,,
2022,Texas Tech,B12,25.64,110.7,85.0,66.5,,,,,,,,,,,,,,,
2022,Duke,ACC,25.15,121.1,95.9,67.3,,,,,,,,,,,,,,,
2022,Tennessee,SEC,25.1,111.5,86.4,67.4,,,,,,,,,,,,,,,
2022,Villanova,BE,24.56,117.5,92.9,62.3,,,,,,,,,,,,,,,
2022,UCLA,P12,24.26,115.9,91.7,65.2,,,,,,,,,,,,,,,
2022,Auburn,SEC,23.2,112.7,89.5,70.1,,,,,,,,,,,,,,,
2022,Iowa,B10,22.72,120.5,97.8,69.7,,,,,,,,,,,,,,,
2022,Purdue,B10,22.36,121.0,98.6,66.1,,,,,,,,,,,,,,,
2022,Texas,B12,20.88,112.5,91.6,63.8,,,,,,,,,,,,,,,
2022,North Carolina,ACC,20.13,114.4,94.3,70.2,,,,,,,,,,,,,,,
2022,Saint Mary's,WCC,19.53,110.1,90.6,63.6,,,,,,,,,,,,,,,
2022,Arkansas,SEC,19.46,109.9,90.4,70.7,,,,,,,,,,,,,,,
2022,Virginia Tech,ACC,18.86,115.0,96.1,63.3,,,,,,,,,,,,,,,
2022,Illinois,B10,18.75,112.0,93.3,67.2,,,,,,,,,,,,,,,
2022,LSU,SEC,18.65,107.3,88.7,68.6,,,,,,,,,,,,,,,
2022,Connecticut,BE,18.55,113.8,95.3,64.8,,,,,,,,,,,,,,,
2022,San Francisco,WCC,17.38,110.5,93.1,68.9,,,,,,,,,,,,,,,
2022,Memphis,Amer,17.23,111.2,94.0,69.9,,,,,,,,,,,,,,,
2022,San Diego St.,MWC,17.07,103.4,86.3,65.4,,,,,,,,,,,,,,,
2022,TCU,B12,17.02,108.7,91.7,65.9,,,,,,,,,,,,,,,
2022,Michigan,B10,16.61,113.9,97.2,66.7,,,,,,,,,,,,,,,
2022,Alabama,SEC,16.57,115.2,98.6,71.9,,,,,,,,,,,,,,,
2022,Loyola Chicago,MVC,16.52,108.6,92.1,64.7,,,,,,,,,,,,,,,
2022,Oklahoma,B12,16.48,111.0,94.6,65.1,,,,,,,,,,,,,,,
2022,Ohio St.,B10,16.24,115.5,99.3,65.0,,,,,,,,,,,,,,,
2022,Providence,BE,15.89,111.5,95.6,65.2,,,,,,,,,,,,,,,
2022,Texas A&M,SEC,15.69,109.1,93.4,66.7,,,,,,,,,,,,,,,
2022,Oklahoma St.,B12,15.6,103.8,88.2,67.6,,,,,,,,,,,,,,,
2022,Wake Forest,ACC,15.56,110.7,95.1,70.6,,,,,,,,,,,,,,,
2022,Murray St.,OVC,15.42,111.5,96.1,66.1,,,,,,,,,,,,,,,
2022,Wisconsin,B10,15.34,109.3,94.0,66.5,,,,,,,,,,,,,,,
2022,Notre Dame,ACC,15.25,112.4,97.2,65.6,,,,,,,,,,,,,,,
2022,Boise St.,MWC,15.14,107.5,92.4,64.4,,,,,,,,,,,,,,,
2022,Davidson,A10,14.85,116.8,101.9,64.7,,,,,,,,,,,,,,,
2022,Miami FL,ACC,14.8,113.9,99.1,67.7,,,,,,,,,,,,,,,
2022,Michigan St.,B10,14.76,111.9,97.1,67.5,,,,,,,,,,,,,,,
2022,Iowa St.,B12,14.63,103.1,88.5,66.3,,,,,,,,,,,,,,,
2022,Washington St.,P12,14.46,107.7,93.3,66.3,,,,,,,,,,,,,,,
2022,Dayton,A10,14.46,109.1,94.6,63.1,,,,,,,,,,,,,,,
2022,Colorado St.,MWC,14.45,112.9,98.4,65.4,,,,,,,,,,,,,,,
2022,USC,P12,14.14,109.8,95.6,66.2,,,,,,,,,,,,,,,
2022,Indiana,B10,14.04,107.0,92.9,67.2,,,,,,,,,,,,,,,
2022,Mississippi St.,SEC,13.86,109.7,95.8,65.6,,,,,,,,,,,,,,,
2022,Creighton,BE,13.78,105.9,92.2,67.2,,,,,,,,,,,,,,,
2022,UAB,CUSA,13.67,112.4,98.8,68.9,,,,,,,,,,,,,,,
2022,Seton Hall,BE,13.61,107.1,93.5,67.3,,,,,,,,,,,,,,,
2022,Xavier,BE,13.36,111.2,97.8,68.6,,,,,,,,,,,,,,,
2022,Vermont,AE,13.2,111.1,97.9,64.9,,,,,,,,,,,,,,,
2022,St. John's,BE,13.07,110.3,97.2,73.6,,,,,,,,,,,,,,,
2022,Marquette,BE,13.06,109.2,96.2,70.9,,,,,,,,,,,,,,,
2022,North Texas,CUSA,12.98,105.8,92.8,59.3,,,,,,,,,,,,,,,
2022,BYU,WCC,12.94,110.1,97.2,68.0,,,,,,,,,,,,,,,
2022,Florida,SEC,12.67,110.2,97.6,65.4,,,,,,,,,,,,,,,
2022,Utah St.,MWC,12.63,109.8,97.1,66.8,,,,,,,,,,,,,,,
2022,Kansas St.,B12,12.6,109.6,97.0,66.6,,,,,,,,,,,,,,,
2022,SMU,Amer,12.59,108.9,96.3,68.4,,,,,,,,,,,,,,,
2022,VCU,A10,12.31,101.1,88.8,68.6,,,,,,,,,,,,,,,
2022,Vanderbilt,SEC,12.27,107.2,94.9,67.8,,,,,,,,,,,,,,,
2022,Wyoming,MWC,11.94,109.1,97.2,66.1,,,,,,,,,,,,,,,
2022,West Virginia,B12,11.76,108.3,96.6,68.0,,,,,,,,,,,,,,,
2022,Chattanooga,SC,11.51,109.0,97.5,64.7,,,,,,,,,,,,,,,
2022,Saint Louis,A10,11.45,109.3,97.8,67.9,,,,,,,,,,,,,,,
2022,Syracuse,ACC,11.45,115.4,104.0,67.6,,,,,,,,,,,,,,,
2022,Missouri St.,MVC,11.4,113.2,101.7,67.1,,,,,,,,,,,,,,,
2022,Clemson,ACC,11.36,110.1,98.8,66.3,,,,,,,,,,,,,,,
2022,Virginia,ACC,11.23,107.6,96.4,59.5,,,,,,,,,,,,,,,
2022,Fresno St.,MWC,11.14,105.5,94.4,61.8,,,,,,,,,,,,,,,
2022,Furman,SC,11.02,113.9,102.9,64.8,,,,,,,,,,,,,,,
2022,Towson,CAA,10.91,109.6,98.7,64.8,,,,,,,,,,,,,,,
2022,Santa Clara,WCC,10.83,111.8,101.0,70.8,,,,,,,,,,,,,,,
2022,Rutgers,B10,10.82,106.9,96.1,64.9,,,,,,,,,,,,,,,
2022,St. Bonaventure,A10,10.71,109.2,98.5,65.7,,,,,,,,,,,,,,,
2022,Colorado,P12,10.64,106.5,95.9,67.4,,,,,,,,,,,,,,,
2022,New Mexico St.,WAC,10.61,107.1,96.5,66.1,,,,,,,,,,,,,,,
2022,South Dakota St.,Sum,10.58,115.4,104.8,69.4,,,,,,,,,,,,,,,
2022,Oregon,P12,10.33,110.0,99.6,67.9,,,,,,,,,,,,,,,
2022,Maryland,B10,10.06,109.4,99.3,66.6,,,,,,,,,,,,,,,
2022,Drake,MVC,9.48,108.8,99.3,66.2,,,,,,,,,,,,,,,
2022,Richmond,A10,9.45,108.1,98.7,66.8,,,,,,,,,,,,,,,
2022,Belmont,OVC,9.43,108.5,99.0,68.9,,,,,,,,,,,,,,,
2022,Northwestern,B10,9.38,106.6,97.2,67.7,,,,,,,,,,,,,,,
2022,Penn St.,B10,9.31,105.3,96.0,62.0,,,,,,,,,,,,,,,
2022,Iona,MAAC,8.95,108.0,99.0,69.2,,,,,,,,,,,,,,,
2022,UNLV,MWC,8.79,107.5,98.7,66.2,,,,,,,,,,,,,,,
2022,Northern Iowa,MVC,8.45,110.6,102.2,67.3,,,,,,,,,,,,,,,
2022,Middle Tennessee,CUSA,8.22,106.6,98.4,67.1,,,,,,,,,,,,,,,
2022,Grand Canyon,WAC,8.11,104.7,96.5,65.5,,,,,,,,,,,,,,,
2022,Wichita St.,Amer,8.11,104.0,95.9,66.9,,,,,,,,,,,,,,,
2022,Toledo,MAC,8.04,110.2,102.1,68.8,,,,,,,,,,,,,,,
2022,Bradley,MVC,7.99,104.8,96.8,67.2,,,,,,,,,,,,,,,
2022,Arizona St.,P12,7.94,101.2,93.2,67.3,,,,,,,,,,,,,,,
2022,Tulane,Amer,7.79,108.8,101.0,68.0,,,,,,,,,,,,,,,
2022,South Carolina,SEC,7.53,101.5,93.9,70.5,,,,,,,,,,,,,,,
2022,Louisiana Tech,CUSA,7.3,105.6,98.3,68.5,,,,,,,,,,,,,,,
2022,Cincinnati,Amer,7.24,104.6,97.3,67.6,,,,,,,,,,,,,,,
2022,Saint Peter's,MAAC,7.24,100.3,93.0,65.9,,,,,,,,,,,,,,,
2022,DePaul,BE,6.74,106.9,100.2,68.8,,,,,,,,,,,,,,,
2022,UCF,Amer,6.27,106.6,100.3,67.4,,,,,,,,,,,,,,,
2022,Florida St.,ACC,6.2,105.3,99.1,67.8,,,,,,,,,,,,,,,
2022,Stanford,P12,6.09,105.2,99.1,65.8,,,,,,,,,,,,,,,
2022,Princeton,Ivy,6.03,112.3,106.3,66.9,,,,,,,,,,,,,,,
2022,Mississippi,SEC,6.02,105.7,99.7,65.2,,,,,,,,,,,,,,,
2022,Minnesota,B10,5.18,107.1,101.9,65.1,,,,,,,,,,,,,,,
2022,Washington,P12,5.17,104.1,98.9,69.5,,,,,,,,,,,,,,,
2022,Wofford,SC,5.03,106.5,101.5,64.2,,,,,,,,,,,,,,,
2022,Western Kentucky,CUSA,4.9,106.6,101.7,68.6,,,,,,,,,,,,,,,
2022,George Mason,A10,4.84,105.9,101.1,64.8,,,,,,,,,,,,,,,
2022,Boston College,ACC,4.55,104.5,100.0,64.9,,,,,,,,,,,,,,,
2022,Nevada,MWC,4.55,106.6,102.0,70.2,,,,,,,,,,,,,,,
2022,Temple,Amer,4.48,102.1,97.7,66.3,,,,,,,,,,,,,,,
2022,Colgate,Pat,4.41,108.2,103.8,67.2,,,,,,,,,,,,,,,
2022,Morehead St.,OVC,4.35,103.4,99.1,64.8,,,,,,,,,,,,,,,
2022,Utah Valley,WAC,4.33,102.7,98.3,65.8,,,,,,,,,,,,,,,
2022,Hofstra,CAA,3.97,108.8,104.9,69.0,,,,,,,,,,,,,,,
2022,Butler,BE,3.89,102.6,98.7,63.9,,,,,,,,,,,,,,,
2022,Utah,P12,3.86,107.3,103.5,66.2,,,,,,,,,,,,,,,
2022,Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,,,,,,,,,,,,,,,
2022,Liberty,ASun,3.83,104.9,101.1,65.3,,,,,,,,,,,,,,,
2022,Southern Illinois,MVC,3.7,102.5,98.8,62.1,,,,,,,,,,,,,,,
2022,Akron,MAC,3.62,105.6,102.0,62.1,,,,,,,,,,,,,,,
2022,Louisville,ACC,3.59,103.0,99.4,67.0,,,,,,,,,,,,,,,
2022,North Carolina St.,ACC,3.55,109.6,106.0,66.9,,,,,,,,,,,,,,,
2022,Florida Atlantic,CUSA,3.49,105.4,101.9,67.5,,,,,,,,,,,,,,,
2022,Buffalo,MAC,3.39,106.9,103.5,71.0,,,,,,,,,,,,,,,
2022,Abilene Christian,WAC,3.38,104.1,100.7,70.3,,,,,,,,,,,,,,,
2022,Rhode Island,A10,3.27,99.3,96.0,67.3,,,,,,,,,,,,,,,
2022,UC Irvine,BW,3.13,99.4,96.3,65.2,,,,,,,,,,,,,,,
2022,Ohio,MAC,3.12,104.2,101.1,67.6,,,,,,,,,,,,,,,
2022,UC Santa Barbara,BW,3.1,105.1,102.0,65.6,,,,,,,,,,,,,,,
2022,Texas St.,SB,3.08,105.7,102.7,63.8,,,,,,,,,,,,,,,
2022,Missouri,SEC,3.01,104.1,101.1,65.6,,,,,,,,,,,,,,,
2022,Montana St.,BSky,2.94,104.3,101.4,67.5,,,,,,,,,,,,,,,
2022,Seattle,WAC,2.92,99.9,96.9,70.5,,,,,,,,,,,,,,,
2022,Nebraska,B10,2.83,105.8,102.9,71.2,,,,,,,,,,,,,,,
2022,Delaware,CAA,2.64,107.0,104.3,66.7,,,,,,,,,,,,,,,
2022,California,P12,2.38,100.5,98.2,64.1,,,,,,,,,,,,,,,
2022,Sam Houston St.,WAC,2.31,100.6,98.3,64.8,,,,,,,,,,,,,,,
2022,Charleston,CAA,2.27,104.7,102.4,73.5,,,,,,,,,,,,,,,
2022,Longwood,BSth,2.22,105.9,103.7,66.1,,,,,,,,,,,,,,,
2022,UNC Wilmington,CAA,2.04,105.1,103.1,65.5,,,,,,,,,,,,,,,
2022,Yale,Ivy,1.98,100.7,98.8,68.8,,,,,,,,,,,,,,,
2022,Jacksonville St.,ASun,1.97,105.1,103.2,65.1,,,,,,,,,,,,,,,
2022,Wagner,NEC,1.67,101.9,100.3,66.5,,,,,,,,,,,,,,,
2022,Georgia St.,SB,1.6,101.5,99.9,67.3,,,,,,,,,,,,,,,
2022,Kent St.,MAC,1.58,101.6,100.0,66.0,,,,,,,,,,,,,,,
2022,North Dakota St.,Sum,1.54,102.9,101.4,66.4,,,,,,,,,,,,,,,
2022,Drexel,CAA,1.52,104.5,102.9,66.4,,,,,,,,,,,,,,,
2022,Cal St. Fullerton,BW,1.47,104.1,102.7,66.1,,,,,,,,,,,,,,,
2022,Coastal Carolina,SB,1.3,102.6,101.3,67.0,,,,,,,,,,,,,,,
2022,Georgia Tech,ACC,1.2,100.4,99.2,68.0,,,,,,,,,,,,,,,
2022,South Alabama,SB,1.18,102.8,101.6,66.5,,,,,,,,,,,,,,,
2022,Monmouth,MAAC,1.12,102.6,101.4,66.2,,,,,,,,,,,,,,,
2022,Winthrop,BSth,0.89,105.9,105.0,68.3,,,,,,,,,,,,,,,
2022,Long Beach St.,BW,0.77,103.3,102.6,70.9,,,,,,,,,,,,,,,
2022,New Mexico,MWC,0.73,106.6,105.9,70.9,,,,,,,,,,,,,,,
2022,Southern Utah,BSky,0.61,106.7,106.1,68.5,,,,,,,,,,,,,,,
2022,Saint Joseph's,A10,0.6,100.4,99.8,68.0,,,,,,,,,,,,,,,
2022,Jacksonville,ASun,0.49,100.2,99.7,61.5,,,,,,,,,,,,,,,
2022,Oral Roberts,Sum,0.34,109.5,109.1,70.3,,,,,,,,,,,,,,,
2022,Appalachian St.,SB,0.26,101.0,100.8,64.5,,,,,,,,,,,,,,,
2022,Gardner Webb,BSth,0.22,96.6,96.4,67.4,,,,,,,,,,,,,,,
2022,UTEP,CUSA,0.17,100.7,100.5,66.6,,,,,,,,,,,,,,,
2022,Hawaii,BW,0.06,101.6,101.5,65.2,,,,,,,,,,,,,,,
2022,VMI,SC,-0.18,110.3,110.5,68.9,,,,,,,,,,,,,,,
